Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar,G5 currency index,Producer index,Consumer index
29/12/78,226.0,137.1,#N/A,110.7,#N/A,#N/A,#N/A,#N/A,226.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,137.1,#N/A,226.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01/01/79,226.0,137.1,#N/A,110.7,#N/A,#N/A,#N/A,#N/A,226.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,137.1,#N/A,226.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02/01/79,226.8,137.3,"43,164.9",111.4,263.7,359.6,"1,792.9",#N/A,226.8,#N/A,735.6,"1,38,160.4",851.3,"4,454.6",#N/A,#N/A,"1,07,470.0",137.3,#N/A,226.8,194.6,#N/A,263.7,193.6,132.5,#N/A,#N/A
03/01/79,218.6,134.0,"43,717.9",108.0,264.4,365.9,"1,802.2",#N/A,218.6,#N/A,739.4,"1,38,877.0",855.7,"4,477.7",#N/A,#N/A,"1,08,027.4",134.0,#N/A,218.6,192.2,#N/A,264.4,193.0,134.2,#N/A,#N/A
04/01/79,223.2,136.8,"43,674.9",110.7,264.1,366.4,"1,811.7",#N/A,223.2,#N/A,743.4,"1,39,616.3",860.3,"4,501.5",#N/A,#N/A,"1,08,602.5",136.8,#N/A,223.2,193.0,#N/A,264.1,194.6,134.1,#N/A,#N/A
05/01/79,225.5,138.3,"44,582.5",111.6,268.4,373.7,"1,843.6",#N/A,225.5,#N/A,756.4,"1,42,069.1",875.4,"4,580.6",#N/A,#N/A,"1,10,510.4",138.3,#N/A,225.5,196.4,#N/A,268.4,197.9,136.8,#N/A,#N/A
08/01/79,223.1,136.4,"44,436.2",110.1,269.5,372.6,"1,841.3",#N/A,223.1,#N/A,750.9,"1,41,870.9",869.7,"4,574.2",#N/A,#N/A,"1,10,356.3",136.4,#N/A,223.1,197.2,#N/A,269.5,197.9,136.4,#N/A,#N/A
09/01/79,224.0,137.3,"44,045.6",110.9,266.3,372.8,"1,822.5",#N/A,224.0,#N/A,743.3,"1,40,446.7",860.9,"4,528.3",#N/A,#N/A,"1,09,248.4",137.3,#N/A,224.0,195.0,#N/A,266.3,195.9,135.2,#N/A,#N/A
10/01/79,220.7,135.5,"43,366.4",109.9,261.8,365.9,"1,803.5",#N/A,220.7,#N/A,735.6,"1,38,981.0",852.0,"4,481.0",#N/A,#N/A,"1,08,108.3",135.5,#N/A,220.7,192.0,#N/A,261.8,192.7,133.1,#N/A,#N/A
11/01/79,220.7,135.9,"43,770.5",110.2,262.5,370.9,"1,814.6",#N/A,220.7,#N/A,740.1,"1,39,833.8",857.2,"4,508.5",#N/A,#N/A,"1,08,771.7",135.9,#N/A,220.7,192.3,#N/A,262.5,193.8,134.3,#N/A,#N/A
12/01/79,217.6,134.1,"42,837.1",109.0,257.2,364.6,"1,782.6",#N/A,217.6,#N/A,727.1,"1,37,371.8",842.1,"4,429.1",#N/A,#N/A,"1,06,856.6",134.1,#N/A,217.6,187.1,#N/A,257.2,189.8,131.5,#N/A,#N/A
15/01/79,216.9,133.8,"42,795.3",108.8,256.8,367.7,"1,782.0",#N/A,216.9,#N/A,718.1,"1,35,122.4",825.5,"4,374.7",#N/A,#N/A,"1,06,819.8",133.8,#N/A,216.9,187.2,#N/A,256.8,189.8,131.4,#N/A,#N/A
16/01/79,220.7,135.6,"43,225.9",110.2,260.9,367.7,"1,796.5",#N/A,220.7,#N/A,724.0,"1,36,222.9",832.3,"4,410.3",#N/A,#N/A,"1,07,689.8",135.6,#N/A,220.7,189.2,#N/A,260.9,191.9,132.7,#N/A,#N/A
17/01/79,227.3,139.2,"44,349.7",113.3,267.6,376.2,"1,842.1",#N/A,227.3,#N/A,742.3,"1,39,676.2",853.4,"4,522.2",#N/A,#N/A,"1,10,419.8",139.2,#N/A,227.3,196.0,#N/A,267.6,197.1,136.1,#N/A,#N/A
18/01/79,231.8,141.7,"44,823.4",115.3,270.8,379.1,"1,861.7",#N/A,231.8,#N/A,750.3,"1,41,168.1",862.5,"4,570.5",#N/A,#N/A,"1,11,599.2",141.7,#N/A,231.8,197.1,#N/A,270.8,199.0,137.6,#N/A,#N/A
19/01/79,230.6,141.1,"46,908.8",115.1,280.9,396.1,"1,940.8",#N/A,230.6,#N/A,782.1,"1,47,159.4",899.1,"4,764.4",#N/A,#N/A,"1,16,335.5",141.1,#N/A,230.6,206.5,#N/A,280.9,207.6,144.0,#N/A,#N/A
22/01/79,235.0,144.0,"46,387.4",117.6,278.3,393.5,"1,886.9",#N/A,235.0,#N/A,781.1,"1,46,492.7",898.4,"4,746.6",#N/A,#N/A,"1,15,493.3",144.0,#N/A,235.0,203.5,#N/A,278.3,205.7,142.4,#N/A,#N/A
23/01/79,230.0,141.1,"45,633.1",115.2,273.3,386.8,"1,895.4",#N/A,230.0,#N/A,768.4,"1,44,110.7",883.8,"4,669.5",#N/A,#N/A,"1,13,615.3",141.1,#N/A,230.0,200.7,#N/A,273.3,202.0,140.1,#N/A,#N/A
24/01/79,236.1,144.7,"46,372.4",118.1,278.9,392.8,"1,926.1",#N/A,236.1,#N/A,780.9,"1,46,445.4",898.1,"4,745.1",#N/A,#N/A,"1,15,456.0",144.7,#N/A,236.1,203.9,#N/A,278.9,205.6,142.3,#N/A,#N/A
25/01/79,233.9,144.0,"46,890.3",117.3,280.1,397.2,"1,937.8",#N/A,233.9,#N/A,785.6,"1,47,335.8",903.6,"4,774.0",#N/A,#N/A,"1,16,157.9",144.0,#N/A,233.9,205.2,#N/A,280.1,206.5,143.9,#N/A,#N/A
26/01/79,235.5,144.6,"46,801.3",118.0,279.6,394.6,"1,929.3",#N/A,235.5,#N/A,782.2,"1,46,687.1",899.6,"4,752.9",#N/A,#N/A,"1,15,646.5",144.6,#N/A,235.5,204.3,#N/A,279.6,206.0,143.6,#N/A,#N/A
29/01/79,235.2,145.2,"46,917.3",117.9,279.3,395.3,"1,887.0",#N/A,235.2,#N/A,780.0,"1,46,264.7",896.1,"4,721.9",#N/A,#N/A,"1,15,498.5",145.2,#N/A,235.2,203.1,#N/A,279.3,206.0,144.0,#N/A,#N/A
30/01/79,233.5,144.1,"46,907.2",116.9,278.5,394.2,"1,921.6",#N/A,233.5,#N/A,777.9,"1,45,868.4",893.7,"4,709.1",#N/A,#N/A,"1,15,185.5",144.1,#N/A,233.5,203.1,#N/A,278.5,205.6,144.0,#N/A,#N/A
31/01/79,233.7,144.8,"45,160.3",117.4,267.1,379.3,"1,840.8",#N/A,233.7,#N/A,745.2,"1,39,739.3",856.1,"4,511.3",#N/A,#N/A,"1,08,235.8",144.8,#N/A,233.7,194.5,#N/A,267.1,197.2,138.6,#N/A,#N/A
01/02/79,229.4,142.8,"47,160.4",115.8,279.1,397.1,"1,927.1",#N/A,229.4,#N/A,780.1,"1,46,291.2",896.3,"4,722.8",#N/A,#N/A,"1,13,310.7",142.8,#N/A,229.4,202.3,#N/A,279.1,205.8,144.7,#N/A,#N/A
02/02/79,230.3,143.5,"46,328.3",116.3,275.5,393.0,"1,907.4",#N/A,230.3,#N/A,772.1,"1,44,790.6",887.1,"4,674.3",#N/A,#N/A,"1,12,148.3",143.5,#N/A,230.3,199.4,#N/A,275.5,203.5,142.2,#N/A,#N/A
05/02/79,243.1,150.3,"47,766.0",122.2,285.8,403.9,"1,971.8",#N/A,243.1,#N/A,800.5,"1,49,178.8",909.7,"4,797.3",#N/A,#N/A,"1,15,919.1",150.3,#N/A,243.1,207.0,#N/A,285.8,210.9,146.6,#N/A,#N/A
06/02/79,244.5,150.8,"48,317.7",122.6,289.7,408.7,"1,996.8",#N/A,244.5,#N/A,810.8,"1,51,091.6",921.4,"4,858.8",#N/A,#N/A,"1,17,405.4",150.8,#N/A,244.5,211.0,#N/A,289.7,214.0,148.3,#N/A,#N/A
07/02/79,251.6,153.7,"48,835.7",124.9,296.9,412.3,"2,031.0",#N/A,251.6,#N/A,824.6,"1,53,677.8",937.2,"4,942.0",#N/A,#N/A,"1,19,415.0",153.7,#N/A,251.6,215.6,#N/A,296.9,218.4,149.9,#N/A,#N/A
08/02/79,250.5,153.5,"50,293.3",124.9,303.3,420.6,"2,081.0",#N/A,250.5,#N/A,845.0,"1,57,467.5",960.3,"5,063.9",#N/A,#N/A,"1,22,359.8",153.5,#N/A,250.5,217.6,#N/A,303.3,223.1,154.4,#N/A,#N/A
09/02/79,246.8,151.3,"48,548.6",123.3,291.4,405.7,"2,000.9",#N/A,246.8,#N/A,812.6,"1,51,432.5",923.5,"4,869.8",#N/A,#N/A,"1,17,670.3",151.3,#N/A,246.8,208.8,#N/A,291.4,214.7,149.0,#N/A,#N/A
12/02/79,244.3,150.0,"49,820.4",121.9,298.0,415.4,"2,046.4",#N/A,244.3,#N/A,840.7,"1,56,000.0",961.5,"5,036.8",#N/A,#N/A,"1,20,300.1",150.0,#N/A,244.3,214.3,#N/A,298.0,220.0,152.9,#N/A,#N/A
13/02/79,240.6,148.1,"48,714.8",120.1,291.0,406.5,"2,000.6",#N/A,240.6,#N/A,822.1,"1,52,538.2",940.2,"4,925.1",#N/A,#N/A,"1,17,630.5",148.1,#N/A,240.6,208.7,#N/A,291.0,214.4,149.5,#N/A,#N/A
14/02/79,240.7,148.3,"47,638.5",120.0,283.2,397.9,"1,946.7",#N/A,240.7,#N/A,799.9,"1,48,426.1",914.8,"4,792.3",#N/A,#N/A,"1,14,459.4",148.3,#N/A,240.7,202.6,#N/A,283.2,209.9,146.2,#N/A,#N/A
15/02/79,247.8,152.4,"49,146.7",123.6,292.6,408.0,"2,008.3",#N/A,247.8,#N/A,825.2,"1,53,125.0",943.8,"4,944.0",#N/A,#N/A,"1,18,083.0",152.4,#N/A,247.8,209.8,#N/A,292.6,216.4,150.8,#N/A,#N/A
16/02/79,247.1,152.2,"49,351.9",123.3,293.5,411.9,"2,016.7",#N/A,247.1,#N/A,828.7,"1,53,764.4",947.8,"4,964.7",#N/A,#N/A,"1,18,576.0",152.2,#N/A,247.1,210.0,#N/A,293.5,217.2,151.5,#N/A,#N/A
19/02/79,248.1,152.8,"50,094.5",123.9,298.3,417.5,"2,047.4",#N/A,248.1,#N/A,839.9,"1,56,000.1",959.5,"5,087.3",#N/A,#N/A,"1,20,360.2",152.8,#N/A,248.1,213.5,#N/A,298.3,220.5,153.7,#N/A,#N/A
20/02/79,247.0,152.2,"49,921.7",123.2,296.4,414.5,"2,032.4",#N/A,247.0,#N/A,833.9,"1,54,884.1",952.7,"5,050.9",#N/A,#N/A,"1,19,499.2",152.2,#N/A,247.0,210.0,#N/A,296.4,219.3,153.2,#N/A,#N/A
21/02/79,250.8,154.6,"50,398.6",124.9,297.8,417.1,"2,039.2",#N/A,250.8,#N/A,836.7,"1,55,400.9",955.8,"5,067.8",#N/A,#N/A,"1,19,897.9",154.6,#N/A,250.8,211.0,#N/A,297.8,220.5,154.7,#N/A,#N/A
22/02/79,252.4,155.4,"50,607.4",125.6,300.2,420.5,"2,052.7",#N/A,252.4,#N/A,842.2,"1,56,429.9",962.2,"5,101.3",#N/A,#N/A,"1,20,691.8",155.4,#N/A,252.4,212.6,#N/A,300.2,222.3,155.3,#N/A,#N/A
23/02/79,251.0,154.4,"50,405.4",124.8,299.4,418.0,"2,042.0",#N/A,251.0,#N/A,837.8,"1,55,613.4",957.1,"5,074.7",#N/A,#N/A,"1,20,061.9",154.4,#N/A,251.0,211.7,#N/A,299.4,221.3,154.7,#N/A,#N/A
26/02/79,248.6,152.7,"50,592.6",123.0,299.7,416.8,"2,034.5",#N/A,248.6,#N/A,837.2,"1,56,436.9",957.4,"5,042.2",#N/A,#N/A,"1,19,622.7",152.7,#N/A,248.6,211.5,#N/A,299.7,221.7,155.3,#N/A,#N/A
27/02/79,247.9,152.5,"50,111.4",122.6,296.3,412.9,"2,012.7",#N/A,247.9,#N/A,828.2,"1,54,759.6",947.1,"4,988.2",#N/A,#N/A,"1,18,340.1",152.5,#N/A,247.9,210.3,#N/A,296.3,219.5,153.8,#N/A,#N/A
28/02/79,251.3,154.6,"50,209.1",124.2,295.5,413.6,"2,011.7",#N/A,251.3,#N/A,827.8,"1,54,683.1",946.6,"4,985.7",#N/A,#N/A,"1,19,929.3",154.6,#N/A,251.3,209.4,#N/A,295.5,219.6,154.1,#N/A,#N/A
01/03/79,248.8,153.3,"50,821.0",123.0,295.7,417.7,"2,023.9",#N/A,248.8,#N/A,832.8,"1,55,619.5",952.4,"5,015.9",#N/A,#N/A,"1,20,655.2",153.3,#N/A,248.8,210.2,#N/A,295.7,221.1,156.0,#N/A,#N/A
02/03/79,248.0,152.8,"50,920.8",122.7,295.0,417.3,"2,020.5",#N/A,248.0,#N/A,831.5,"1,55,360.1",950.8,"5,007.5",#N/A,#N/A,"1,20,454.2",152.8,#N/A,248.0,210.0,#N/A,295.0,221.3,156.3,#N/A,#N/A
05/03/79,238.2,147.0,"49,760.5",117.8,287.5,407.9,"1,972.1",#N/A,238.2,#N/A,813.9,"1,51,749.8",929.2,"4,898.6",#N/A,#N/A,"1,17,567.5",147.0,#N/A,238.2,204.8,#N/A,287.5,216.0,152.7,#N/A,#N/A
06/03/79,239.8,147.9,"48,982.6",118.4,283.9,401.2,"1,941.2",#N/A,239.8,#N/A,801.2,"1,49,377.6",914.7,"4,822.0",#N/A,#N/A,"1,15,729.6",147.9,#N/A,239.8,202.0,#N/A,283.9,212.9,150.3,#N/A,#N/A
07/03/79,242.3,149.1,"49,423.0",119.1,286.7,403.8,"1,954.0",#N/A,242.3,#N/A,806.5,"1,50,357.7",920.7,"4,853.7",#N/A,#N/A,"1,16,489.0",149.1,#N/A,242.3,204.0,#N/A,286.7,214.9,151.7,#N/A,#N/A
08/03/79,239.2,147.1,"48,791.8",117.1,281.9,397.9,"1,919.8",#N/A,239.2,#N/A,792.4,"1,47,726.4",904.5,"4,768.7",#N/A,#N/A,"1,14,450.4",147.1,#N/A,239.2,201.0,#N/A,281.9,212.2,149.7,#N/A,#N/A
09/03/79,241.0,148.4,"49,315.2",118.2,284.1,401.7,"1,938.0",#N/A,241.0,#N/A,799.9,"1,49,132.5",913.2,"4,814.1",#N/A,#N/A,"1,15,539.7",148.4,#N/A,241.0,202.7,#N/A,284.1,213.8,151.3,#N/A,#N/A
12/03/79,240.0,148.0,"49,652.4",117.6,283.9,403.5,"1,939.7",#N/A,240.0,#N/A,806.5,"1,50,625.1",924.6,"4,867.2",#N/A,#N/A,"1,15,638.2",148.0,#N/A,240.0,203.0,#N/A,283.9,214.5,152.4,#N/A,#N/A
13/03/79,239.1,147.8,"50,063.3",117.2,280.6,403.2,"1,963.4",#N/A,239.1,#N/A,801.7,"1,49,735.2",919.1,"4,838.5",#N/A,#N/A,"1,14,954.9",147.8,#N/A,239.1,202.2,#N/A,280.6,214.2,153.6,#N/A,#N/A
14/03/79,239.5,147.8,"49,758.4",117.6,281.1,402.8,"1,969.9",#N/A,239.5,#N/A,804.4,"1,50,231.9",922.1,"4,854.5",#N/A,#N/A,"1,15,336.3",147.8,#N/A,239.5,202.3,#N/A,281.1,214.3,152.7,#N/A,#N/A
15/03/79,240.1,148.2,"49,673.7",117.9,281.4,403.4,"1,970.1",#N/A,240.1,#N/A,804.4,"1,50,243.2",922.2,"4,854.9",#N/A,#N/A,"1,15,344.9",148.2,#N/A,240.1,202.1,#N/A,281.4,214.1,152.4,#N/A,#N/A
16/03/79,244.0,150.8,"49,687.0",120.2,280.8,403.1,"1,972.9",#N/A,244.0,#N/A,805.6,"1,50,461.7",923.6,"4,862.0",#N/A,#N/A,"1,15,512.7",150.8,#N/A,244.0,202.3,#N/A,280.8,214.0,152.5,#N/A,#N/A
19/03/79,242.3,149.7,"50,584.7",119.7,284.6,410.9,"2,016.9",#N/A,242.3,#N/A,821.2,"1,52,500.4",938.1,"4,947.8",#N/A,#N/A,"1,18,090.2",149.7,#N/A,242.3,206.3,#N/A,284.6,217.8,155.2,#N/A,#N/A
20/03/79,242.1,149.4,"50,126.5",119.1,283.0,407.5,"1,991.6",#N/A,242.1,#N/A,810.8,"1,50,580.7",926.3,"4,885.5",#N/A,#N/A,"1,16,603.6",149.4,#N/A,242.1,204.1,#N/A,283.0,216.0,153.8,#N/A,#N/A
21/03/79,239.9,148.3,"49,778.1",118.1,280.2,407.0,"1,977.7",#N/A,239.9,#N/A,805.2,"1,49,534.2",919.9,"4,851.6",#N/A,#N/A,"1,15,793.2",148.3,#N/A,239.9,203.4,#N/A,280.2,215.0,152.8,#N/A,#N/A
22/03/79,242.9,149.8,"49,959.6",119.4,283.7,410.3,"1,998.0",#N/A,242.9,#N/A,813.4,"1,51,066.3",929.3,"4,901.3",#N/A,#N/A,"1,16,979.6",149.8,#N/A,242.9,205.0,#N/A,283.7,216.9,153.3,#N/A,#N/A
23/03/79,242.5,149.7,"49,816.2",119.0,282.7,409.0,"1,987.5",#N/A,242.5,#N/A,809.2,"1,50,273.2",924.4,"4,875.6",#N/A,#N/A,"1,16,365.5",149.7,#N/A,242.5,204.0,#N/A,282.7,215.8,152.9,#N/A,#N/A
26/03/79,245.3,151.0,"50,353.1",119.4,285.2,411.0,"1,989.9",#N/A,245.3,#N/A,817.3,"1,52,687.7",933.9,"4,937.2",#N/A,#N/A,"1,16,508.0",151.0,#N/A,245.3,205.5,#N/A,285.2,217.5,154.5,#N/A,#N/A
27/03/79,244.4,150.7,"51,005.2",119.0,287.9,415.3,"2,006.2",#N/A,244.4,#N/A,824.0,"1,53,937.7",941.5,"4,977.6",#N/A,#N/A,"1,17,461.9",150.7,#N/A,244.4,208.4,#N/A,287.9,219.9,156.5,#N/A,#N/A
28/03/79,244.4,150.7,"50,684.1",119.2,283.7,410.5,"1,988.9",#N/A,244.4,#N/A,816.9,"1,52,609.9",933.4,"4,934.6",#N/A,#N/A,"1,16,448.7",150.7,#N/A,244.4,206.3,#N/A,283.7,218.1,155.5,#N/A,#N/A
29/03/79,241.5,149.1,"50,335.8",117.5,281.1,408.4,"1,966.0",#N/A,241.5,#N/A,807.5,"1,50,853.3",922.7,"4,877.8",#N/A,#N/A,"1,15,108.3",149.1,#N/A,241.5,203.9,#N/A,281.1,215.8,154.5,#N/A,#N/A
30/03/79,240.1,148.0,"50,274.3",116.2,278.2,406.2,"1,940.2",#N/A,240.1,#N/A,796.7,"1,48,844.2",910.4,"4,812.9",#N/A,#N/A,"1,16,123.6",148.0,#N/A,240.1,202.4,#N/A,278.2,214.5,154.3,#N/A,#N/A
02/04/79,239.7,148.5,"50,844.1",115.9,277.6,409.2,"1,948.1",#N/A,239.7,#N/A,807.9,"1,50,001.6",922.9,"4,849.6",#N/A,#N/A,"1,16,233.1",148.5,#N/A,239.7,203.1,#N/A,277.6,215.2,156.0,#N/A,#N/A
03/04/79,240.0,148.8,"51,208.1",116.2,278.1,409.0,"1,942.6",#N/A,240.0,#N/A,808.2,"1,50,047.9",923.1,"4,851.1",#N/A,#N/A,"1,16,269.0",148.8,#N/A,240.0,202.9,#N/A,278.1,215.6,157.1,#N/A,#N/A
04/04/79,239.8,148.5,"51,481.0",116.0,277.0,409.2,"1,940.8",#N/A,239.8,#N/A,807.5,"1,49,912.8",922.3,"4,846.8",#N/A,#N/A,"1,16,164.3",148.5,#N/A,239.8,202.7,#N/A,277.0,215.7,158.0,#N/A,#N/A
05/04/79,240.7,149.1,"51,850.4",116.0,277.0,411.8,"1,939.5",#N/A,240.7,#N/A,806.9,"1,49,806.9",921.7,"4,843.3",#N/A,#N/A,"1,16,082.2",149.1,#N/A,240.7,202.9,#N/A,277.0,216.3,159.1,#N/A,#N/A
06/04/79,239.8,148.5,"51,488.4",114.9,275.8,410.0,"1,922.7",#N/A,239.8,#N/A,799.9,"1,48,511.8",913.7,"4,801.5",#N/A,#N/A,"1,15,078.7",148.5,#N/A,239.8,203.4,#N/A,275.8,216.1,158.0,#N/A,#N/A
09/04/79,240.2,149.9,"51,461.3",114.7,276.3,414.6,"1,957.6",#N/A,240.2,#N/A,808.0,"1,50,000.1",919.2,"4,835.2",#N/A,#N/A,"1,14,762.1",149.9,#N/A,240.2,203.1,#N/A,276.3,215.6,157.9,#N/A,#N/A
10/04/79,239.8,149.3,"50,895.1",114.1,274.8,411.8,"1,946.3",#N/A,239.8,#N/A,803.6,"1,49,180.2",914.2,"4,808.8",#N/A,#N/A,"1,14,134.8",149.3,#N/A,239.8,202.6,#N/A,274.8,215.5,156.2,#N/A,#N/A
11/04/79,238.4,148.3,"50,867.5",114.2,274.3,410.1,"1,956.2",#N/A,238.4,#N/A,807.7,"1,49,938.7",918.8,"4,833.3",#N/A,#N/A,"1,14,715.2",148.3,#N/A,238.4,203.4,#N/A,274.3,216.0,156.1,#N/A,#N/A
12/04/79,234.0,145.9,"50,311.2",112.4,267.7,403.4,"1,917.6",#N/A,234.0,#N/A,824.3,"1,46,059.8",900.7,"4,740.5",#N/A,#N/A,"1,12,447.7",145.9,#N/A,234.0,198.5,#N/A,267.7,211.2,154.4,#N/A,#N/A
13/04/79,234.0,145.9,"50,311.2",112.4,267.7,403.4,"1,917.6",#N/A,234.0,#N/A,824.3,"1,46,059.8",900.7,"4,740.5",#N/A,#N/A,"1,12,447.7",145.9,#N/A,234.0,198.5,#N/A,267.7,211.2,154.4,#N/A,#N/A
16/04/79,234.0,145.9,"50,311.2",112.4,267.7,403.4,"1,917.6",#N/A,234.0,#N/A,824.3,"1,46,059.8",898.4,"4,740.5",#N/A,#N/A,"1,12,447.7",145.9,#N/A,234.0,198.5,#N/A,267.7,211.2,154.4,#N/A,#N/A
17/04/79,231.9,144.8,"50,326.7",111.2,264.9,399.2,"1,897.5",#N/A,231.9,#N/A,815.7,"1,44,532.0",889.0,"4,691.0",#N/A,#N/A,"1,11,271.5",144.8,#N/A,231.9,196.4,#N/A,264.9,209.3,154.4,#N/A,#N/A
18/04/79,233.2,145.4,"50,551.0",112.5,267.4,402.7,"1,931.5",#N/A,233.2,#N/A,830.3,"1,47,125.4",905.0,"4,775.1",#N/A,#N/A,"1,13,268.1",145.4,#N/A,233.2,199.3,#N/A,267.4,211.9,155.1,#N/A,#N/A
19/04/79,240.9,149.9,"52,131.7",115.9,275.6,413.5,"1,980.3",#N/A,240.9,#N/A,851.3,"1,50,839.7",927.8,"4,895.7",#N/A,#N/A,"1,16,127.6",149.9,#N/A,240.9,204.7,#N/A,275.6,217.5,160.0,#N/A,#N/A
20/04/79,236.4,147.7,"51,974.4",114.3,271.2,410.4,"1,965.6",#N/A,236.4,#N/A,844.9,"1,49,718.5",920.9,"4,859.3",#N/A,#N/A,"1,15,264.5",147.7,#N/A,236.4,201.7,#N/A,271.2,215.3,159.5,#N/A,#N/A
23/04/79,236.9,147.8,"51,665.5",114.5,270.3,407.1,"1,953.9",#N/A,236.9,#N/A,799.9,"1,47,936.1",908.6,"4,785.2",#N/A,#N/A,"1,14,579.4",147.8,#N/A,236.9,200.8,#N/A,270.3,213.8,158.5,#N/A,#N/A
24/04/79,239.7,149.2,"52,353.1",115.9,273.7,412.1,"1,982.1",#N/A,239.7,#N/A,811.4,"1,50,071.2",921.7,"4,854.3",#N/A,#N/A,"1,16,233.1",149.2,#N/A,239.7,203.1,#N/A,273.7,217.0,160.6,#N/A,#N/A
25/04/79,241.8,150.4,"52,722.5",118.4,275.5,414.5,"2,020.7",#N/A,241.8,#N/A,827.2,"1,52,995.7",939.7,"4,948.9",#N/A,#N/A,"1,18,498.2",150.4,#N/A,241.8,205.9,#N/A,275.5,219.1,161.8,#N/A,#N/A
26/04/79,242.2,150.7,"52,836.4",118.6,277.5,414.5,"2,025.1",#N/A,242.2,#N/A,829.0,"1,53,326.3",941.7,"4,959.6",#N/A,#N/A,"1,18,754.2",150.7,#N/A,242.2,205.7,#N/A,277.5,219.1,162.1,#N/A,#N/A
27/04/79,243.7,151.1,"53,323.2",118.6,277.2,416.3,"2,016.6",#N/A,243.7,#N/A,825.5,"1,52,682.6",937.7,"4,938.7",#N/A,#N/A,"1,18,255.7",151.1,#N/A,243.7,205.2,#N/A,277.2,219.9,163.6,#N/A,#N/A
30/04/79,245.3,152.8,"54,144.6",118.8,278.5,420.0,"2,013.1",#N/A,245.3,#N/A,819.4,"1,52,453.6",930.2,"4,891.0",#N/A,#N/A,"1,17,423.2",152.8,#N/A,245.3,206.9,#N/A,278.5,221.1,166.1,#N/A,#N/A
01/05/79,247.3,152.8,"54,994.6",119.6,281.6,423.9,"2,044.7",#N/A,247.3,#N/A,832.3,"1,54,846.9",944.8,"4,967.8",#N/A,#N/A,"1,19,266.6",152.8,#N/A,247.3,209.0,#N/A,281.6,223.8,168.7,#N/A,#N/A
02/05/79,246.3,153.2,"55,508.9",119.1,281.5,425.1,"2,036.1",#N/A,246.3,#N/A,828.8,"1,54,196.5",940.8,"4,946.9",#N/A,#N/A,"1,18,765.7",153.2,#N/A,246.3,209.3,#N/A,281.5,224.3,170.3,#N/A,#N/A
03/05/79,246.5,153.3,"55,244.1",118.7,281.3,423.5,"2,019.6",#N/A,246.5,#N/A,822.2,"1,52,968.1",933.4,"4,907.5",#N/A,#N/A,"1,17,819.5",153.3,#N/A,246.5,208.5,#N/A,281.3,223.3,169.5,#N/A,#N/A
04/05/79,248.5,154.5,"54,691.3",119.6,284.4,426.3,"2,034.5",#N/A,248.5,#N/A,838.8,"1,54,750.1",940.1,"5,002.3",#N/A,#N/A,"1,18,673.5",154.5,#N/A,248.5,209.1,#N/A,284.4,224.2,167.8,#N/A,#N/A
07/05/79,248.5,154.5,"54,691.3",119.6,284.4,426.3,"2,034.5",#N/A,248.5,#N/A,838.8,"1,54,750.1",940.1,"5,002.3",#N/A,#N/A,"1,18,673.5",154.5,#N/A,248.5,209.1,#N/A,284.4,224.2,167.8,#N/A,#N/A
08/05/79,249.0,154.8,"56,574.9",120.4,289.3,429.0,"2,066.0",#N/A,249.0,#N/A,852.0,"1,57,169.3",954.8,"5,080.5",#N/A,#N/A,"1,20,528.7",154.8,#N/A,249.0,211.2,#N/A,289.3,225.5,173.6,#N/A,#N/A
09/05/79,248.0,154.1,"52,685.4",119.9,286.5,423.5,"2,039.6",#N/A,248.0,#N/A,841.1,"1,55,159.1",942.6,"5,015.6",#N/A,#N/A,"1,18,987.2",154.1,#N/A,248.0,208.5,#N/A,286.5,221.9,161.7,#N/A,#N/A
10/05/79,252.3,157.1,"53,975.2",123.1,291.7,432.3,"2,096.6",#N/A,252.3,#N/A,864.6,"1,59,500.1",969.0,"5,155.9",#N/A,#N/A,"1,22,316.1",157.1,#N/A,252.3,214.3,#N/A,291.7,227.2,165.6,#N/A,#N/A
11/05/79,251.5,156.7,"54,147.0",123.1,291.7,433.4,"2,103.3",#N/A,251.5,#N/A,867.3,"1,60,007.7",972.1,"5,172.3",#N/A,#N/A,"1,22,705.4",156.7,#N/A,251.5,213.8,#N/A,291.7,227.9,166.2,#N/A,#N/A
14/05/79,251.0,156.4,"53,537.5",122.8,291.4,431.1,"2,090.0",#N/A,251.0,#N/A,843.2,"1,56,687.5",961.6,"5,089.4",#N/A,#N/A,"1,22,158.0",156.4,#N/A,251.0,212.8,#N/A,291.4,225.8,164.3,#N/A,#N/A
15/05/79,255.5,159.6,"54,229.8",123.8,294.1,437.9,"2,066.6",#N/A,255.5,#N/A,844.5,"1,56,916.4",963.0,"5,096.9",#N/A,#N/A,"1,22,336.4",159.6,#N/A,255.5,213.1,#N/A,294.1,227.7,166.4,#N/A,#N/A
